"Texto de comentario","Satisfaccion general","fecha y hora",""
"No estuve ni satisfecho ni no satisfecho. Solo fui a cargar nafta y me atendieron bien. Tal vez mejor que en otras estaciones de la competencia. ","3","29/01/2023 19:04:00",""
"Siempre cargo Shell , y pago con la aplicación , y en muchas ocasiones es lenta .","4","29/01/2023 17:26:00",""
"El parabrisas no quedó bien limpio.","4","28/01/2023 13:26:00",""
"Estoy satisfecho ","4","30/01/2023 7:20:00",""
"Siempre ocurre que hay momentos que falta personal para despachar(ocurre en todas).","4","29/01/2023 18:47:00",""
"Fui muy  bien atendido y estoy conforme ","5","30/01/2023 0:50:00",""
"Trabajo en zona de CABA y gran buenos Aires concurro a muchas Shell y es muy cordial  la atención de los empleados del establecimiento ","5","29/01/2023 17:01:00",""
"Siempre voy a esa estación ","5","29/01/2023 14:09:00",""
" Baños muy sucios y sin papel sanitario.
Deberían poner una persona a cargo exclusivamente para la limpieza y mantenimiento de los baños.","4","28/01/2023 19:24:00",""
"RAPIDEZ Y BUENA ATENCIÓN
NO ME LOCALIZABA CON MI DNI","5","28/01/2023 16:58:00",""
"Hace años que cargo en esta estación de servicio y la atención es excelente","5","28/01/2023 12:40:00",""
"Voy todos los días por la buena atención, muy amables todos ","5","28/01/2023 14:03:56",""
"No tengo ninguna queja, me atendieron muy bien.","4","28/01/2023 7:14:00",""
"La aplicación es regular.","4","27/01/2023 19:26:00",""
"Falta de renovación de la estación ","4","27/01/2023 14:52:00",""
"La empleafa del shell shop me ayudó muy amablemente con mi pedido","5","27/01/2023 12:58:00",""
"Muy amable la señorita que me atendió ","5","27/01/2023 10:33:00",""
"Voy siempre por qué me queda cerca de mi casa y de mi trabajo los chicos del turno tarde son unos genios , la señora de la mañana del shop es un amor ","5","27/01/2023 13:22:14",""
"Muy buena atención de parte de los chicos, siempre muy amables y atentos a lo que el cliente necesita.","5","27/01/2023 13:20:40",""
"Sebastian me atendió muy pero muy bien y rápido. Pero llovía copiosamente y se tuvo que mojar para cargar nafta, el techo de la estación no cubre el surtidor","4","27/01/2023 5:24:00",""
"El mejor café, muy atenta ","5","26/01/2023 11:05:00",""
"Excelente trato  del playero. Muy atento ","5","27/01/2023 7:58:03",""
"Muy amable la Srta que me atendio
No demoré nada fué muy rápido el tiempo de carga y cobro","5","26/01/2023 18:17:00",""
"El sector de lubricentro, es muy profesional","5","26/01/2023 14:17:00",""
"No obtuve descuento con la primer compra a través de la aplicacion","4","26/01/2023 16:28:00",""
"Rapidez en el servicio
conocimiento de los productos
Relación precio/producto","5","26/01/2023 10:02:00",""
"Me atendieron muy bien, y eso que habia poco personal para la cantidad de autos que eramos","5","25/01/2023 20:50:00",""
"Cliente de esa estación de servicio por más 10 años","5","25/01/2023 18:49:00",""
"es mi punto de vista , y dando margen a que me sorprendan con algo que las otras estaciones de servicios no ofrecen","4","25/01/2023 14:05:00",""
". ","5","25/01/2023 20:17:00",""
"La atencion de los y las playeras es excelente, siempre atentos, te preguntan si necesitas algo mas, como pagar y muy amables!","5","25/01/2023 17:30:00",""
"Excelente atención, limpieza del lugar","5","25/01/2023 15:59:00",""
"El descuento en combustible tiene un tope que lo hace insignificante","4","25/01/2023 13:25:00",""
"No realizaron el descuento del 10%, sólo realizaron un 5%","4","25/01/2023 16:29:00",""
"siempre cargo en la misma estacion.","5","25/01/2023 10:27:00",""
"Siempre cargo combustible en shel,  no en esa estación , pero debido a mis experiencias decidí parar ahi","5","24/01/2023 15:30:00",""
"Es una estación a la que concurro regularmente. Se destaca por la atención y cordialidad. Eso hace que en general prefiera cargar Shell en todas partes. ","5","23/01/2023 17:06:00",""
"Amabilidad, predisposicion y profesionalismos del personal.
Siempre limpio y ordenada las instalaciones.
","5","20/01/2023 5:20:00",""
"Deben revisar los tiempos que se pierden en los cambios de turno de los playeros.","3","21/01/2023 19:03:00",""
"Muy satisfecho la atención del personal es una maravilla me gusta cargar combustible en los autoservicios Shell ","5","22/01/2023 8:55:00",""
"Poco personal, baños rotos y sucios","4","23/01/2023 18:12:00",""
"Me atendieron rápido y bien. La estación de servicio está en perfectas condiciones. Todo perfecto.","4","23/01/2023 11:58:00",""
"Por lo indicado en los ítem.","5","23/01/2023 9:34:00",""
"POR LA EXCELENCIA EDUCACION Y DISPOSICION DEL EMPLEADO QUE ME ATENDIO","5","22/01/2023 11:54:00",""
"Muy bien atendido por la persona que me cambió el aceite,dijo llamarse MXimo","5","23/01/2023 7:24:00",""
"Muy buena atención  de la  empleada. Poco tiempo de espera.
Conseguí  el producto que necesitaba","5","22/01/2023 8:27:00",""
"Satisfecho ","4","23/01/2023 7:44:00",""
"Por la atención y la calidad de siempre. Cómo me guió para utilizar la aplicación y pagar.","5","22/01/2023 20:54:00",""
"buenos porductos

buen servicio

buena atencios","5","22/01/2023 19:55:00",""
"El empleado fue poco simpático. ","4","22/01/2023 13:10:00",""
"Amabilidad, buen servicio, facilidad para carga de combustible ","5","22/01/2023 11:29:00",""
"Confío en su combustible y en la atención de los playeros ","5","22/01/2023 10:52:00",""
"Nunca me ofrecieron descuento en la compra de nafta por mis puntos y sólo uso nafta Shell.
Por que me eliminaron mis puntos acumulados?
Por qué tienen precios más altos que otras sucursales Shell?
             ","3","21/01/2023 11:29:00",""
"Todo funcionó en tiempo y forma ","5","21/01/2023 9:26:00",""
"El poco espacio de esa estación ","4","20/01/2023 15:27:00",""
"Ya respondí esta mal realizado el cuestionario ario si no se puede obviar una pregunta por falta de uso u atención al tema no pidan que mienta","4","20/01/2023 9:14:00",""
"Porque me atendieron bien. 
El lugar es muy agradable.
Y el servicio es bueno.","5","20/01/2023 14:20:00",""
"atención superior, limpieza notable, iluminación adecuada, personal respetuoso. ","5","19/01/2023 16:57:00",""
"no me limpiaron vidrios","4","20/01/2023 6:16:00",""
"La atención muy buena.","5","20/01/2023 5:11:00",""
"Destacó la limpieza y atención de parte de Mercedes en el minimercado siempre atenta y servicial ","5","20/01/2023 7:38:12",""
"Por la atención y la rapidez ","5","19/01/2023 19:48:00",""
"rapdez, cordialidad, eficiencia","5","18/01/2023 16:14:00",""
"Porque llegas cargas al toque te atienden super amables siempre con una sonrisa nada de cara de traste es lindo que te saluden cuando saludas","5","19/01/2023 7:16:00",""
"Voy siempre a la misma estación. La aplicación  de Shellbox , ya me dejo colgado otras veces","5","18/01/2023 16:30:00",""
"La atención es muy cordial y cada consulta que realizaba me ha sido satisfecha. Excelente predisposición a ayudar al cliente.
Con respecto a los productos ofrecidos, es muy variado. Siempre recomiendo Shell","5","18/01/2023 16:42:00",""
"Esta semana cargué en Mar de Ajó y no andaba  en la estación de servicio el Shell Box. No pude acceder a los descuentos y a sumar puntos.","5","18/01/2023 9:44:00",""
"N0o pude pagar con la App, estaba en mantenimiento. Compre $ 5700 dr combustible shell bipower y no tuve ña rebaja del día de hoy miércoles 18 de enero y tampoco usar los puntos. Fue a ñas 12 del mediodía.","2","18/01/2023 9:15:00",""
"Muy buena atención. ","5","18/01/2023 9:11:00",""
"La atención del personal de carga combustible (Silvia) siempre muy confortable y dispuesta","5","18/01/2023 8:12:00",""
"La atención del personal de playa y de la encargada.  Mi error fue NO preguntar a la srta como se usaba el descuento de hoy lunes del 10 %. Para la próxima  averiguaré bien como se  usa.","5","16/01/2023 12:11:00",""
"Excelente atención del personal, ofrecen todos los servicios.
Soy cliente de esa estación hace más de 30 años.
Hay personal de ese entonces.","5","13/01/2023 11:42:00",""
"Excelente atención y calidad de productos. 
Limpieza y facilidad de ingreso y egreso. ","5","12/01/2023 9:34:00",""
"En gral, siendo una persona que carga 2 o mas veces por semana, noto que las estaciones Axion (competencia) poseen mas personal para atender, lo que agiliza el tiempo.
consideto que el producto es superior´, pero no la atencion","4","11/01/2023 20:22:00",""
"Muy buena y rápida atencion 
Impecable la atencion para el cliente ","5","11/01/2023 7:10:00",""
"Me queda muy cerca y buenos comentarios calidad vombistible","5","11/01/2023 14:14:00",""
"Buena atencion con espera razonable","5","11/01/2023 15:07:00",""
"Excelente la atención ","5","10/01/2023 5:05:00",""
"Por la atencion y rapides buen trato del personal y muy limpio","5","07/01/2023 7:58:00",""
"ME ATENDIERON MUY BIEN Y AMABLEMENTE ","5","09/01/2023 18:01:00",""
"Estacion de servicio comoda
Producto muy bueno
Me gustaba mas cuando rea Latam pass","5","04/01/2023 12:37:00",""
